Table name,State Code,District Code,Sub-District Code,Area name,Mother tongue code,Mother tongue name,Total Persons,Total Males,Total Females,Rural Persons,Rural Males,Rural Females,Urban Persons,Urban Males,Urban Females
C0116,08,000,00000,RAJASTHAN,120999,120 Others ,1,1,0,0,0,0,1,1,0
C0116,08,000,00000,RAJASTHAN,123000,123 ZOU ,4,2,2,0,0,0,4,2,2
C0116,08,000,00000,RAJASTHAN,123001, Zou,4,2,2,0,0,0,4,2,2
C0116,08,000,00000,RAJASTHAN,124000,124 OTHERS,43104,22087,21017,37740,19190,18550,5364,2897,2467
C0116,09,000,00000,UTTAR PRADESH,001000,1 ASSAMESE,10356,5910,4446,2489,1380,1109,7867,4530,3337
C0116,09,000,00000,UTTAR PRADESH,001002, Assamese,10288,5855,4433,2473,1364,1109,7815,4491,3324
C0116,09,000,00000,UTTAR PRADESH,001999,1 Others,68,55,13,16,16,0,52,39,13
C0116,09,000,00000,UTTAR PRADESH,002000,2 BENGALI ,241007,122645,118362,129389,64788,64601,111618,57857,53761
C0116,09,000,00000,UTTAR PRADESH,002007, Bengali,240966,122622,118344,129371,64779,64592,111595,57843,53752
C0116,09,000,00000,UTTAR PRADESH,002011, Chakma,18,11,7,1,1,0,17,10,7
C0116,09,000,00000,UTTAR PRADESH,002015, Haijong/Hajong,8,5,3,5,3,2,3,2,1
C0116,09,000,00000,UTTAR PRADESH,002044, Rajbangsi,7,3,4,7,3,4,0,0,0
C0116,09,000,00000,UTTAR PRADESH,002999,2 Others,8,4,4,5,2,3,3,2,1
C0116,09,000,00000,UTTAR PRADESH,003000,3 BODO ,226,155,71,48,39,9,178,116,62
C0116,09,000,00000,UTTAR PRADESH,003001, Bodo/Boro,222,153,69,44,37,7,178,116,62
C0116,09,000,00000,UTTAR PRADESH,003003, Kachari,2,1,1,2,1,1,0,0,0
C0116,09,000,00000,UTTAR PRADESH,003999,3 Others,2,1,1,2,1,1,0,0,0
C0116,09,000,00000,UTTAR PRADESH,004000,4 DOGRI ,2695,2008,687,269,230,39,2426,1778,648
C0116,09,000,00000,UTTAR PRADESH,004001, Dogri,2695,2008,687,269,230,39,2426,1778,648
C0116,09,000,00000,UTTAR PRADESH,005000,5 GUJARATI,15442,8160,7282,6708,3470,3238,8734,4690,4044
C0116,09,000,00000,UTTAR PRADESH,005018, Gujarati,11938,6314,5624,4201,2144,2057,7737,4170,3567
C0116,09,000,00000,UTTAR PRADESH,005019, Gujrao/Gujrau,1204,627,577,1200,625,575,4,2,2
C0116,09,000,00000,UTTAR PRADESH,005057, Saurashtra/Saurashtri,46,22,24,0,0,0,46,22,24
C0116,09,000,00000,UTTAR PRADESH,005999,5 Others,2254,1197,1057,1307,701,606,947,496,451
C0116,09,000,00000,UTTAR PRADESH,006000,6 HINDI ,187979055,98332835,89646220,149936334,78214653,71721681,38042721,20118182,17924539
C0116,09,000,00000,UTTAR PRADESH,006030, Awadhi,3801743,1928456,1873287,3715556,1883683,1831873,86187,44773,41414
C0116,09,000,00000,UTTAR PRADESH,006040, Baghati/Baghati Pahari,16,7,9,16,7,9,0,0,0
C0116,09,000,00000,UTTAR PRADESH,006042, Bagheli/Baghel Khandi,2612,1304,1308,2512,1249,1263,100,55,45
C0116,09,000,00000,UTTAR PRADESH,006066, Banjari,2548,1362,1186,2541,1359,1182,7,3,4
C0116,09,000,00000,UTTAR PRADESH,006086, Bhadrawahi,8,5,3,2,1,1,6,4,2
C0116,09,000,00000,UTTAR PRADESH,006096, Bharmauri/Gaddi,442,224,218,125,63,62,317,161,156
C0116,09,000,00000,UTTAR PRADESH,006102, Bhojpuri,21844783,11057299,10787484,20572313,10394616,10177697,1272470,662683,609787
C0116,09,000,00000,UTTAR PRADESH,006123, Brajbhasha,713572,389053,324519,598845,326908,271937,114727,62145,52582
C0116,09,000,00000,UTTAR PRADESH,006125, Bundeli/Bundel khandi,1303940,694992,608948,1089327,580801,508526,214613,114191,100422
C0116,09,000,00000,UTTAR PRADESH,006133, Chambeali/Chamrali,25,16,9,24,15,9,1,1,0
C0116,09,000,00000,UTTAR PRADESH,006142, Chhattisgarhi,12308,6424,5884,10787,5618,5169,1521,806,715
C0116,09,000,00000,UTTAR PRADESH,006173, Dhundhari,113,68,45,19,12,7,94,56,38
C0116,09,000,00000,UTTAR PRADESH,006195, Garhwali,22914,12204,10710,6802,3390,3412,16112,8814,7298
C0116,09,000,00000,UTTAR PRADESH,006198, Gawari,15,7,8,0,0,0,15,7,8
C0116,09,000,00000,UTTAR PRADESH,006207, Gojri/Gujjari/Gujar,1758,980,778,1628,899,729,130,81,49
C0116,09,000,00000,UTTAR PRADESH,006231, Handuri,2,1,1,0,0,0,2,1,1
C0116,09,000,00000,UTTAR PRADESH,006235, Haryanvi,16166,5112,11054,11244,2660,8584,4922,2452,2470
C0116,09,000,00000,UTTAR PRADESH,006240, Hindi,160159977,84185649,75974328,123866244,64984274,58881970,36293733,19201375,17092358
C0116,09,000,00000,UTTAR PRADESH,006265, Jaunpuri/Jaunsari,221,130,91,122,72,50,99,58,41
C0116,09,000,00000,UTTAR PRADESH,006291, Kangri,48,34,14,3,3,0,45,31,14
C0116,09,000,00000,UTTAR PRADESH,006311, Khari Boli,16355,8689,7666,13214,7018,6196,3141,1671,1470
C0116,09,000,00000,UTTAR PRADESH,006320, Khortha/Khotta,124,73,51,62,33,29,62,40,22
C0116,09,000,00000,UTTAR PRADESH,006336, Kulvi,2,2,0,2,2,0,0,0,0
C0116,09,000,00000,UTTAR PRADESH,006340, Kumauni,11059,5963,5096,1839,968,871,9220,4995,4225
C0116,09,000,00000,UTTAR PRADESH,006345, Kurmali Thar,21,14,7,1,1,0,20,13,7
C0116,09,000,00000,UTTAR PRADESH,006353, Lamani/Lambadi,192,108,84,2,2,0,190,106,84
C0116,09,000,00000,UTTAR PRADESH,006355, Laria,2,1,1,1,1,0,1,0,1
C0116,09,000,00000,UTTAR PRADESH,006376, Magadhi/Magahi,1597,921,676,521,284,237,1076,637,439
C0116,09,000,00000,UTTAR PRADESH,006391, Malvi,32,19,13,9,4,5,23,15,8
C0116,09,000,00000,UTTAR PRADESH,006394, Mandeali,23,16,7,15,9,6,8,7,1
C0116,09,000,00000,UTTAR PRADESH,006400, Marwari,5786,3051,2735,2037,1117,920,3749,1934,1815
C0116,09,000,00000,UTTAR PRADESH,006408, Mewari,17,7,10,10,4,6,7,3,4
C0116,09,000,00000,UTTAR PRADESH,006409, Mewati,9234,4739,4495,9222,4732,4490,12,7,5
C0116,09,000,00000,UTTAR PRADESH,006420, Nagpuria,417,215,202,400,202,198,17,13,4
C0116,09,000,00000,UTTAR PRADESH,006432, Nimadi,17,9,8,6,3,3,11,6,5
C0116,09,000,00000,UTTAR PRADESH,006438, Padari,2,0,2,0,0,0,2,0,2
C0116,09,000,00000,UTTAR PRADESH,006439, Pahari,2591,1485,1106,359,238,121,2232,1247,985
C0116,09,000,00000,UTTAR PRADESH,006451, Panch Pargania,64,37,27,64,37,27,0,0,0
C0116,09,000,00000,UTTAR PRADESH,006452, Pando/Pandwani,112,56,56,44,17,27,68,39,29
C0116,09,000,00000,UTTAR PRADESH,006476, Puran/Puran Bhasha,15,11,4,13,10,3,2,1,1
C0116,09,000,00000,UTTAR PRADESH,006489, Rajasthani,13382,6158,7224,7533,2890,4643,5849,3268,2581
C0116,09,000,00000,UTTAR PRADESH,006503, Sadan/Sadri,2676,1356,1320,2495,1275,1220,181,81,100
C0116,09,000,00000,UTTAR PRADESH,006535, Sondwari,4,2,2,0,0,0,4,2,2
C0116,09,000,00000,UTTAR PRADESH,006547, Surgujia,96,56,40,67,37,30,29,19,10
C0116,09,000,00000,UTTAR PRADESH,006548, Surjapuri,78,69,9,2,2,0,76,67,9
C0116,09,000,00000,UTTAR PRADESH,006999,6 Others,31946,16451,15495,20306,10137,10169,11640,6314,5326
C0116,09,000,00000,UTTAR PRADESH,007000,7 KANNADA,6435,3992,2443,1340,811,529,5095,3181,1914
C0116,09,000,00000,UTTAR PRADESH,007002, Badaga,3,1,2,0,0,0,3,1,2
C0116,09,000,00000,UTTAR PRADESH,007016, Kannada,4362,2867,1495,600,404,196,3762,2463,1299
C0116,09,000,00000,UTTAR PRADESH,007027, Kuruba/Kurumba,15,9,6,15,9,6,0,0,0
C0116,09,000,00000,UTTAR PRADESH,007041, Prakritha/Prakritha Bhasha,1560,838,722,245,133,112,1315,705,610
C0116,09,000,00000,UTTAR PRADESH,007999,7 Others,495,277,218,480,265,215,15,12,3
C0116,09,000,00000,UTTAR PRADESH,008000,8 KASHMIRI ,6123,3186,2937,120,83,37,6003,3103,2900
C0116,09,000,00000,UTTAR PRADESH,008005, Kashmiri,6123,3186,2937,120,83,37,6003,3103,2900
C0116,09,000,00000,UTTAR PRADESH,009000,9 KONKANI,335,170,165,30,22,8,305,148,157
C0116,09,000,00000,UTTAR PRADESH,009011, Konkani,230,115,115,24,18,6,206,97,109
C0116,09,000,00000,UTTAR PRADESH,009013, Kudubi/Kudumbi,1,0,1,1,0,1,0,0,0
C0116,09,000,00000,UTTAR PRADESH,009016, Malwani,22,11,11,3,2,1,19,9,10
C0116,09,000,00000,UTTAR PRADESH,009020, Nawait,3,1,2,0,0,0,3,1,2
C0116,09,000,00000,UTTAR PRADESH,009028, Gorboli/Goru/Gorwani,8,3,5,0,0,0,8,3,5
C0116,09,000,00000,UTTAR PRADESH,009999,9 Others,71,40,31,2,2,0,69,38,31
C0116,09,000,00000,UTTAR PRADESH,010000,10 MAITHILI ,24831,13435,11396,8695,4366,4329,16136,9069,7067
C0116,09,000,00000,UTTAR PRADESH,010008, Maithili,16989,9546,7443,1756,973,783,15233,8573,6660
C0116,09,000,00000,UTTAR PRADESH,010011, Purbi Maithili,2178,1010,1168,1864,854,1010,314,156,158
C0116,09,000,00000,UTTAR PRADESH,010013, Thati,961,523,438,391,193,198,570,330,240
C0116,09,000,00000,UTTAR PRADESH,010014, Tharu,4702,2356,2346,4684,2346,2338,18,10,8
C0116,09,000,00000,UTTAR PRADESH,010999,10 Others,1,0,1,0,0,0,1,0,1
C0116,09,000,00000,UTTAR PRADESH,011000,11 MALAYALAM,24450,12767,11683,2281,1180,1101,22169,11587,10582
C0116,09,000,00000,UTTAR PRADESH,011016, Malayalam,24338,12715,11623,2189,1138,1051,22149,11577,10572
C0116,09,000,00000,UTTAR PRADESH,011999,11 Others,112,52,60,92,42,50,20,10,10
C0116,09,000,00000,UTTAR PRADESH,012000,12 MANIPURI ,1204,875,329,243,220,23,961,655,306
C0116,09,000,00000,UTTAR PRADESH,012003, Manipuri,1203,874,329,243,220,23,960,654,306
C0116,09,000,00000,UTTAR PRADESH,012999,12 Others,1,1,0,0,0,0,1,1,0
C0116,09,000,00000,UTTAR PRADESH,013000,13 MARATHI ,24280,14380,9900,2896,1518,1378,21384,12862,8522
C0116,09,000,00000,UTTAR PRADESH,013071, Marathi,24115,14300,9815,2769,1458,1311,21346,12842,8504
C0116,09,000,00000,UTTAR PRADESH,013999,13 Others,165,80,85,127,60,67,38,20,18
C0116,09,000,00000,UTTAR PRADESH,014000,14 NEPALI ,18743,10651,8092,3943,1918,2025,14800,8733,6067
C0116,09,000,00000,UTTAR PRADESH,014011, Nepali,18734,10649,8085,3939,1918,2021,14795,8731,6064
C0116,09,000,00000,UTTAR PRADESH,014999,14 Others,9,2,7,4,0,4,5,2,3
C0116,09,000,00000,UTTAR PRADESH,015000,15 ODIA ,24729,13218,11511,7671,3613,4058,17058,9605,7453
C0116,09,000,00000,UTTAR PRADESH,015006, Bhatri,500,271,229,28,13,15,472,258,214
C0116,09,000,00000,UTTAR PRADESH,015007, Bhuiya/Bhuyan[Ori],101,52,49,97,48,49,4,4,0
C0116,09,000,00000,UTTAR PRADESH,015043, Odia,24071,12863,11208,7519,3538,3981,16552,9325,7227
C0116,09,000,00000,UTTAR PRADESH,015058, Sambalpuri,10,7,3,0,0,0,10,7,3
C0116,09,000,00000,UTTAR PRADESH,015999,15 Others,47,25,22,27,14,13,20,11,9
C0116,09,000,00000,UTTAR PRADESH,016000,16 PUNJABI ,508736,269489,239247,332759,175415,157344,175977,94074,81903
C0116,09,000,00000,UTTAR PRADESH,016002, Bagri,57,32,25,9,3,6,48,29,19
C0116,09,000,00000,UTTAR PRADESH,016006, Bilaspuri Kahluri,8,7,1,8,7,1,0,0,0
C0116,09,000,00000,UTTAR PRADESH,016038, Punjabi,508599,269418,239181,332678,175378,157300,175921,94040,81881
C0116,09,000,00000,UTTAR PRADESH,016999,16 Others,72,32,40,64,27,37,8,5,3
C0116,09,000,00000,UTTAR PRADESH,017000,17 SANSKRIT ,3062,1697,1365,1394,743,651,1668,954,714
C0116,09,000,00000,UTTAR PRADESH,017002, Sanskrit,3062,1697,1365,1394,743,651,1668,954,714
C0116,09,000,00000,UTTAR PRADESH,018000,18 SANTALI ,858,485,373,436,266,170,422,219,203
C0116,09,000,00000,UTTAR PRADESH,018010, Karmali,1,1,0,0,0,0,1,1,0
C0116,09,000,00000,UTTAR PRADESH,018011, Mahili,16,9,7,3,2,1,13,7,6
C0116,09,000,00000,UTTAR PRADESH,018040, Santali,701,387,314,309,183,126,392,204,188
C0116,09,000,00000,UTTAR PRADESH,018999,18 Others,140,88,52,124,81,43,16,7,9
C0116,09,000,00000,UTTAR PRADESH,019000,19 SINDHI,28952,14821,14131,945,489,456,28007,14332,13675
C0116,09,000,00000,UTTAR PRADESH,019008, Kachchhi,12,7,5,1,0,1,11,7,4
C0116,09,000,00000,UTTAR PRADESH,019014, Sindhi,28937,14812,14125,942,488,454,27995,14324,13671
C0116,09,000,00000,UTTAR PRADESH,019999,19 Others,3,2,1,2,1,1,1,1,0
C0116,09,000,00000,UTTAR PRADESH,020000,20 TAMIL ,14444,8622,5822,978,646,332,13466,7976,5490
C0116,09,000,00000,UTTAR PRADESH,020009, Kaikadi,7,3,4,0,0,0,7,3,4
C0116,09,000,00000,UTTAR PRADESH,020027, Tamil,14426,8613,5813,975,644,331,13451,7969,5482
C0116,09,000,00000,UTTAR PRADESH,020999,20 Others,11,6,5,3,2,1,8,4,4
C0116,09,000,00000,UTTAR PRADESH,021000,21 TELUGU ,13977,8426,5551,1015,660,355,12962,7766,5196
C0116,09,000,00000,UTTAR PRADESH,021046, Telugu,13918,8391,5527,982,644,338,12936,7747,5189
C0116,09,000,00000,UTTAR PRADESH,021999,21 Others,59,35,24,33,16,17,26,19,7
C0116,09,000,00000,UTTAR PRADESH,022000,22 URDU,10820232,5610185,5210047,4851370,2502603,2348767,5968862,3107582,2861280
C0116,09,000,00000,UTTAR PRADESH,022015, Urdu,10793391,5596483,5196908,4827136,2490252,2336884,5966255,3106231,2860024
C0116,09,000,00000,UTTAR PRADESH,022016, Bhansari,20993,10730,10263,19924,10192,9732,1069,538,531
C0116,09,000,00000,UTTAR PRADESH,022999,22 Others,5848,2972,2876,4310,2159,2151,1538,813,725
C0116,09,000,00000,UTTAR PRADESH,023000,23 ADI ,75,41,34,42,26,16,33,15,18
C0116,09,000,00000,UTTAR PRADESH,023003, Adi,25,18,7,12,12,0,13,6,7
C0116,09,000,00000,UTTAR PRADESH,023006, Adi Gallong/Gallong,27,11,16,26,11,15,1,0,1
C0116,09,000,00000,UTTAR PRADESH,023040, Talgalo,20,9,11,2,1,1,18,8,10
C0116,09,000,00000,UTTAR PRADESH,023999,23 Others,3,3,0,2,2,0,1,1,0
C0116,09,000,00000,UTTAR PRADESH,024000,24 AFGHANI/KABULI/PASHTO ,171,84,87,166,83,83,5,1,4
C0116,09,000,00000,UTTAR PRADESH,024001, Afghani/Kabuli/Pashto,10,4,6,5,3,2,5,1,4
C0116,09,000,00000,UTTAR PRADESH,024999,24 Others,161,80,81,161,80,81,0,0,0
C0116,09,000,00000,UTTAR PRADESH,025000,25 ANAL ,9,5,4,0,0,0,9,5,4
C0116,09,000,00000,UTTAR PRADESH,025001, Anal,6,4,2,0,0,0,6,4,2
C0116,09,000,00000,UTTAR PRADESH,025999,25 Others,3,1,2,0,0,0,3,1,2
C0116,09,000,00000,UTTAR PRADESH,026000,26 ANGAMI ,14,6,8,1,1,0,13,5,8
C0116,09,000,00000,UTTAR PRADESH,026002, Angami,12,6,6,1,1,0,11,5,6
C0116,09,000,00000,UTTAR PRADESH,026999,26 Others,2,0,2,0,0,0,2,0,2
C0116,09,000,00000,UTTAR PRADESH,027000,27 AO ,24,17,7,2,2,0,22,15,7
C0116,09,000,00000,UTTAR PRADESH,027001, Ao,19,14,5,2,2,0,17,12,5
C0116,09,000,00000,UTTAR PRADESH,027005, Mongsen,4,2,2,0,0,0,4,2,2
C0116,09,000,00000,UTTAR PRADESH,027999,27 Others,1,1,0,0,0,0,1,1,0
C0116,09,000,00000,UTTAR PRADESH,028000,28 ARABIC/ARBI ,7693,3973,3720,4873,2499,2374,2820,1474,1346
C0116,09,000,00000,UTTAR PRADESH,028001, Arabic/Arbi,7693,3973,3720,4873,2499,2374,2820,1474,1346
C0116,09,000,00000,UTTAR PRADESH,029000,29 BALTI ,3,3,0,0,0,0,3,3,0
C0116,09,000,00000,UTTAR PRADESH,029002, Balti,3,3,0,0,0,0,3,3,0
C0116,09,000,00000,UTTAR PRADESH,030000,30 BHILI/BHILODI ,1283,670,613,489,316,173,794,354,440
C0116,09,000,00000,UTTAR PRADESH,030002, Baori,356,184,172,347,178,169,9,6,3
C0116,09,000,00000,UTTAR PRADESH,030003, Barel,9,5,4,0,0,0,9,5,4
C0116,09,000,00000,UTTAR PRADESH,030007, Bhili/Bhilodi,5,2,3,5,2,3,0,0,0
C0116,09,000,00000,UTTAR PRADESH,030011, Chodhari,1,0,1,1,0,1,0,0,0
C0116,09,000,00000,UTTAR PRADESH,030015, Dhodia,7,6,1,1,1,0,6,5,1
C0116,09,000,00000,UTTAR PRADESH,030020, Gamti/Gavit,1,1,0,0,0,0,1,1,0
C0116,09,000,00000,UTTAR PRADESH,030021, Garasia,5,4,1,0,0,0,5,4,1
C0116,09,000,00000,UTTAR PRADESH,030035, Kokna/Kokni/Kukna,128,55,73,4,4,0,124,51,73
C0116,09,000,00000,UTTAR PRADESH,030073, Tadavi,602,263,339,0,0,0,602,263,339
C0116,09,000,00000,UTTAR PRADESH,030076, Vasava,3,1,2,0,0,0,3,1,2
C0116,09,000,00000,UTTAR PRADESH,030078, Wagdi,1,1,0,1,1,0,0,0,0
C0116,09,000,00000,UTTAR PRADESH,030999,30 Others,165,148,17,130,130,0,35,18,17
C0116,09,000,00000,UTTAR PRADESH,031000,31 BHOTIA ,276,156,120,77,46,31,199,110,89
C0116,09,000,00000,UTTAR PRADESH,031001, Bhotia,234,129,105,66,40,26,168,89,79
C0116,09,000,00000,UTTAR PRADESH,031999,31 Others,42,27,15,11,6,5,31,21,10
C0116,09,000,00000,UTTAR PRADESH,032000,32 BHUMIJ ,55,27,28,20,10,10,35,17,18
C0116,09,000,00000,UTTAR PRADESH,032999,32 Others,55,27,28,20,10,10,35,17,18
C0116,09,000,00000,UTTAR PRADESH,033000,33 BISHNUPURIYA,10,7,3,2,2,0,8,5,3
C0116,09,000,00000,UTTAR PRADESH,033003, Bishnupriya Manipuri/Manipuri Bishnupriya,9,6,3,2,2,0,7,4,3
C0116,09,000,00000,UTTAR PRADESH,033999,33 Others,1,1,0,0,0,0,1,1,0
C0116,09,000,00000,UTTAR PRADESH,036000,36 CHANG ,2,2,0,0,0,0,2,2,0
C0116,09,000,00000,UTTAR PRADESH,036001, Chang,2,2,0,0,0,0,2,2,0
C0116,09,000,00000,UTTAR PRADESH,037000,37 COORGI/KODAGU ,18,7,11,6,2,4,12,5,7
C0116,09,000,00000,UTTAR PRADESH,037001, Coorgi/Kodagu,17,6,11,6,2,4,11,4,7
C0116,09,000,00000,UTTAR PRADESH,037003, Kodava,1,1,0,0,0,0,1,1,0
C0116,09,000,00000,UTTAR PRADESH,039000,39 DIMASA ,26,7,19,14,3,11,12,4,8
C0116,09,000,00000,UTTAR PRADESH,039002, Dimasa,4,1,3,0,0,0,4,1,3
C0116,09,000,00000,UTTAR PRADESH,039999,39 Others,22,6,16,14,3,11,8,3,5
C0116,09,000,00000,UTTAR PRADESH,040000,40 ENGLISH ,13085,7037,6048,5891,3301,2590,7194,3736,3458
C0116,09,000,00000,UTTAR PRADESH,040001, English,13085,7037,6048,5891,3301,2590,7194,3736,3458
C0116,09,000,00000,UTTAR PRADESH,041000,41 GADABA ,5,3,2,0,0,0,5,3,2
C0116,09,000,00000,UTTAR PRADESH,041001, Gadaba,4,2,2,0,0,0,4,2,2
C0116,09,000,00000,UTTAR PRADESH,041999,41 Others,1,1,0,0,0,0,1,1,0
C0116,09,000,00000,UTTAR PRADESH,042000,42 GANGTE ,9,5,4,0,0,0,9,5,4
C0116,09,000,00000,UTTAR PRADESH,042001, Gangte,9,5,4,0,0,0,9,5,4
C0116,09,000,00000,UTTAR PRADESH,043000,43 GARO ,27,11,16,7,2,5,20,9,11
C0116,09,000,00000,UTTAR PRADESH,043005, Garo,24,10,14,5,2,3,19,8,11
C0116,09,000,00000,UTTAR PRADESH,043999,43 Others,3,1,2,2,0,2,1,1,0
C0116,09,000,00000,UTTAR PRADESH,044000,44 GONDI,5768,2991,2777,5592,2905,2687,176,86,90
C0116,09,000,00000,UTTAR PRADESH,044002, Dorli,17,14,3,1,1,0,16,13,3
C0116,09,000,00000,UTTAR PRADESH,044007, Gondi,4832,2494,2338,4782,2469,2313,50,25,25
C0116,09,000,00000,UTTAR PRADESH,044017, Maria/ Muria,40,20,20,36,18,18,4,2,2
C0116,09,000,00000,UTTAR PRADESH,044999,44 Others,879,463,416,773,417,356,106,46,60
C0116,09,000,00000,UTTAR PRADESH,045000,45 HALABI,35,18,17,2,2,0,33,16,17
C0116,09,000,00000,UTTAR PRADESH,045001, Halabi,35,18,17,2,2,0,33,16,17
C0116,09,000,00000,UTTAR PRADESH,048000,48 HO,102,55,47,77,40,37,25,15,10
C0116,09,000,00000,UTTAR PRADESH,048004, Ho,83,46,37,60,32,28,23,14,9
C0116,09,000,00000,UTTAR PRADESH,048007, Lohara,19,9,10,17,8,9,2,1,1
C0116,09,000,00000,UTTAR PRADESH,051000,51 KABUI ,12,6,6,0,0,0,12,6,6
C0116,09,000,00000,UTTAR PRADESH,051003, Kabui,4,3,1,0,0,0,4,3,1
C0116,09,000,00000,UTTAR PRADESH,051005, Rongmei,8,3,5,0,0,0,8,3,5
C0116,09,000,00000,UTTAR PRADESH,052000,52 KARBI/MIKIR ,4,3,1,0,0,0,4,3,1
C0116,09,000,00000,UTTAR PRADESH,052002, Karbi/Mikir,4,3,1,0,0,0,4,3,1
C0116,09,000,00000,UTTAR PRADESH,053000,53 KHANDESHI,475,255,220,277,129,148,198,126,72
C0116,09,000,00000,UTTAR PRADESH,053002, Ahirani,269,150,119,101,41,60,168,109,59
C0116,09,000,00000,UTTAR PRADESH,053005, Gujari,206,105,101,176,88,88,30,17,13
C0116,09,000,00000,UTTAR PRADESH,054000,54 KHARIA ,185,80,105,69,29,40,116,51,65
C0116,09,000,00000,UTTAR PRADESH,054005, Kharia,171,73,98,57,23,34,114,50,64
C0116,09,000,00000,UTTAR PRADESH,054999,54 Others,14,7,7,12,6,6,2,1,1
C0116,09,000,00000,UTTAR PRADESH,055000,55 KHASI ,50,29,21,4,1,3,46,28,18
C0116,09,000,00000,UTTAR PRADESH,055007, Khasi,47,28,19,4,1,3,43,27,16
C0116,09,000,00000,UTTAR PRADESH,055999,55 Others ,3,1,2,0,0,0,3,1,2
C0116,09,000,00000,UTTAR PRADESH,056000,56 KHEZHA ,2,1,1,2,1,1,0,0,0
C0116,09,000,00000,UTTAR PRADESH,056999,56 Others ,2,1,1,2,1,1,0,0,0
C0116,09,000,00000,UTTAR PRADESH,058000,58 KHOND/KONDH ,8,5,3,3,2,1,5,3,2
C0116,09,000,00000,UTTAR PRADESH,058001, Khond/Kondh,7,4,3,3,2,1,4,2,2
C0116,09,000,00000,UTTAR PRADESH,058006, Kuvi,1,1,0,0,0,0,1,1,0
C0116,09,000,00000,UTTAR PRADESH,059000,59 KINNAURI ,14,13,1,6,6,0,8,7,1
C0116,09,000,00000,UTTAR PRADESH,059003, Kinnauri,8,8,0,6,6,0,2,2,0
C0116,09,000,00000,UTTAR PRADESH,059999,59 Others,6,5,1,0,0,0,6,5,1
C0116,09,000,00000,UTTAR PRADESH,060000,60 KISAN ,4,1,3,3,1,2,1,0,1
C0116,09,000,00000,UTTAR PRADESH,060002, Kisan,4,1,3,3,1,2,1,0,1
C0116,09,000,00000,UTTAR PRADESH,061000,61 KOCH ,2,2,0,2,2,0,0,0,0
C0116,09,000,00000,UTTAR PRADESH,061002, Koch,2,2,0,2,2,0,0,0,0
C0116,09,000,00000,UTTAR PRADESH,063000,63 KOLAMI ,1,0,1,0,0,0,1,0,1
C0116,09,000,00000,UTTAR PRADESH,063001, Kolami,1,0,1,0,0,0,1,0,1
C0116,09,000,00000,UTTAR PRADESH,064000,64 KOM,1,1,0,0,0,0,1,1,0
C0116,09,000,00000,UTTAR PRADESH,064001, Kom,1,1,0,0,0,0,1,1,0
C0116,09,000,00000,UTTAR PRADESH,065000,65 KONDA,20,10,10,20,10,10,0,0,0
C0116,09,000,00000,UTTAR PRADESH,065002, Kodu,20,10,10,20,10,10,0,0,0
C0116,09,000,00000,UTTAR PRADESH,067000,67 KORKU ,2,1,1,0,0,0,2,1,1
C0116,09,000,00000,UTTAR PRADESH,067999,67 Others ,2,1,1,0,0,0,2,1,1
C0116,09,000,00000,UTTAR PRADESH,068000,68 KORWA ,17,8,9,15,7,8,2,1,1
C0116,09,000,00000,UTTAR PRADESH,068003, Koraku,1,1,0,1,1,0,0,0,0
C0116,09,000,00000,UTTAR PRADESH,068999,68 Others ,16,7,9,14,6,8,2,1,1
C0116,09,000,00000,UTTAR PRADESH,071000,71 KUKI,153,129,24,10,10,0,143,119,24
C0116,09,000,00000,UTTAR PRADESH,071008, Kuki,153,129,24,10,10,0,143,119,24
C0116,09,000,00000,UTTAR PRADESH,072000,72 KURUKH/ORAON ,4495,2332,2163,3793,1945,1848,702,387,315
C0116,09,000,00000,UTTAR PRADESH,072024, Kurukh/Oraon,4300,2146,2154,3677,1831,1846,623,315,308
C0116,09,000,00000,UTTAR PRADESH,072999,72 Others ,195,186,9,116,114,2,79,72,7
C0116,09,000,00000,UTTAR PRADESH,073000,73 LADAKHI ,79,68,11,37,37,0,42,31,11
C0116,09,000,00000,UTTAR PRADESH,073003, Ladakhi,79,68,11,37,37,0,42,31,11
C0116,09,000,00000,UTTAR PRADESH,074000,74 LAHAULI ,2,2,0,0,0,0,2,2,0
C0116,09,000,00000,UTTAR PRADESH,074002, Lahauli,1,1,0,0,0,0,1,1,0
C0116,09,000,00000,UTTAR PRADESH,074999,74 Others ,1,1,0,0,0,0,1,1,0
C0116,09,000,00000,UTTAR PRADESH,075000,75 LAHNDA ,1000,517,483,461,249,212,539,268,271
C0116,09,000,00000,UTTAR PRADESH,075001, Bahawal Puri,16,9,7,0,0,0,16,9,7
C0116,09,000,00000,UTTAR PRADESH,075006, Hindi Multani,444,240,204,361,200,161,83,40,43
C0116,09,000,00000,UTTAR PRADESH,075999,75 Others ,540,268,272,100,49,51,440,219,221
C0116,09,000,00000,UTTAR PRADESH,076000,76 LAKHER,12,6,6,0,0,0,12,6,6
C0116,09,000,00000,UTTAR PRADESH,076002, Mara,12,6,6,0,0,0,12,6,6
C0116,09,000,00000,UTTAR PRADESH,078000,78 LEPCHA ,7,6,1,1,1,0,6,5,1
C0116,09,000,00000,UTTAR PRADESH,078001, Lepcha,7,6,1,1,1,0,6,5,1
C0116,09,000,00000,UTTAR PRADESH,080000,80 LIMBU ,5,5,0,0,0,0,5,5,0
