Table name,State Code,District Code,Sub-District Code,Area name,Mother tongue code,Mother tongue name,Total Persons,Total Males,Total Females,Rural Persons,Rural Males,Rural Females,Urban Persons,Urban Males,Urban Females
C0116,27,000,00000,MAHARASHTRA,038000,38 DEORI ,5,2,3,1,0,1,4,2,2
C0116,27,000,00000,MAHARASHTRA,038001, Deori,5,2,3,1,0,1,4,2,2
C0116,27,000,00000,MAHARASHTRA,039000,39 DIMASA ,26,16,10,0,0,0,26,16,10
C0116,27,000,00000,MAHARASHTRA,039002, Dimasa,7,2,5,0,0,0,7,2,5
C0116,27,000,00000,MAHARASHTRA,039999,39 Others,19,14,5,0,0,0,19,14,5
C0116,27,000,00000,MAHARASHTRA,040000,40 ENGLISH ,106656,51200,55456,1848,1012,836,104808,50188,54620
C0116,27,000,00000,MAHARASHTRA,040001, English,106656,51200,55456,1848,1012,836,104808,50188,54620
C0116,27,000,00000,MAHARASHTRA,041000,41 GADABA ,9,2,7,1,0,1,8,2,6
C0116,27,000,00000,MAHARASHTRA,041001, Gadaba,4,0,4,1,0,1,3,0,3
C0116,27,000,00000,MAHARASHTRA,041999,41 Others,5,2,3,0,0,0,5,2,3
C0116,27,000,00000,MAHARASHTRA,042000,42 GANGTE ,16,9,7,1,1,0,15,8,7
C0116,27,000,00000,MAHARASHTRA,042001, Gangte,16,9,7,1,1,0,15,8,7
C0116,27,000,00000,MAHARASHTRA,043000,43 GARO ,117,63,54,0,0,0,117,63,54
C0116,27,000,00000,MAHARASHTRA,043005, Garo,103,55,48,0,0,0,103,55,48
C0116,27,000,00000,MAHARASHTRA,043999,43 Others,14,8,6,0,0,0,14,8,6
C0116,27,000,00000,MAHARASHTRA,044000,44 GONDI,458806,230177,228629,424148,212667,211481,34658,17510,17148
C0116,27,000,00000,MAHARASHTRA,044002, Dorli,50,28,22,0,0,0,50,28,22
C0116,27,000,00000,MAHARASHTRA,044007, Gondi,439084,219984,219100,406527,203538,202989,32557,16446,16111
C0116,27,000,00000,MAHARASHTRA,044013, Kalari,4484,2263,2221,4089,2058,2031,395,205,190
C0116,27,000,00000,MAHARASHTRA,044017, Maria/ Muria,2151,1172,979,2124,1155,969,27,17,10
C0116,27,000,00000,MAHARASHTRA,044999,44 Others,13037,6730,6307,11408,5916,5492,1629,814,815
C0116,27,000,00000,MAHARASHTRA,045000,45 HALABI,24950,12669,12281,8543,4294,4249,16407,8375,8032
C0116,27,000,00000,MAHARASHTRA,045001, Halabi,24947,12669,12278,8540,4294,4246,16407,8375,8032
C0116,27,000,00000,MAHARASHTRA,045999,45 Others,3,0,3,3,0,3,0,0,0
C0116,27,000,00000,MAHARASHTRA,046000,46 HALAM ,13,6,7,6,3,3,7,3,4
C0116,27,000,00000,MAHARASHTRA,046003, Halam,6,3,3,6,3,3,0,0,0
C0116,27,000,00000,MAHARASHTRA,046999,46 Others,7,3,4,0,0,0,7,3,4
C0116,27,000,00000,MAHARASHTRA,047000,47 HMAR,10,3,7,2,0,2,8,3,5
C0116,27,000,00000,MAHARASHTRA,047001, Hmar,10,3,7,2,0,2,8,3,5
C0116,27,000,00000,MAHARASHTRA,048000,48 HO,1470,736,734,983,492,491,487,244,243
C0116,27,000,00000,MAHARASHTRA,048004, Ho,57,29,28,14,7,7,43,22,21
C0116,27,000,00000,MAHARASHTRA,048007, Lohara,1413,707,706,969,485,484,444,222,222
C0116,27,000,00000,MAHARASHTRA,051000,51 KABUI ,57,25,32,2,0,2,55,25,30
C0116,27,000,00000,MAHARASHTRA,051003, Kabui,6,2,4,2,0,2,4,2,2
C0116,27,000,00000,MAHARASHTRA,051005, Rongmei,51,23,28,0,0,0,51,23,28
C0116,27,000,00000,MAHARASHTRA,052000,52 KARBI/MIKIR ,21,12,9,0,0,0,21,12,9
C0116,27,000,00000,MAHARASHTRA,052002, Karbi/Mikir,21,12,9,0,0,0,21,12,9
C0116,27,000,00000,MAHARASHTRA,053000,53 KHANDESHI,1616730,829828,786902,1441715,740455,701260,175015,89373,85642
C0116,27,000,00000,MAHARASHTRA,053002, Ahirani,1597606,820282,777324,1426392,732858,693534,171214,87424,83790
C0116,27,000,00000,MAHARASHTRA,053004, Dangi,12437,6120,6317,12361,6082,6279,76,38,38
C0116,27,000,00000,MAHARASHTRA,053005, Gujari,3081,1590,1491,2387,1213,1174,694,377,317
C0116,27,000,00000,MAHARASHTRA,053006, Khandeshi,2887,1466,1421,325,168,157,2562,1298,1264
C0116,27,000,00000,MAHARASHTRA,053999,53 Others,719,370,349,250,134,116,469,236,233
C0116,27,000,00000,MAHARASHTRA,054000,54 KHARIA ,341,190,151,85,50,35,256,140,116
C0116,27,000,00000,MAHARASHTRA,054005, Kharia,313,175,138,66,39,27,247,136,111
C0116,27,000,00000,MAHARASHTRA,054999,54 Others,28,15,13,19,11,8,9,4,5
C0116,27,000,00000,MAHARASHTRA,055000,55 KHASI ,249,125,124,13,9,4,236,116,120
C0116,27,000,00000,MAHARASHTRA,055007, Khasi,184,86,98,12,8,4,172,78,94
C0116,27,000,00000,MAHARASHTRA,055012, Pnar/Synteng,63,39,24,1,1,0,62,38,24
C0116,27,000,00000,MAHARASHTRA,055999,55 Others ,2,0,2,0,0,0,2,0,2
C0116,27,000,00000,MAHARASHTRA,056000,56 KHEZHA ,21,10,11,4,2,2,17,8,9
C0116,27,000,00000,MAHARASHTRA,056999,56 Others ,21,10,11,4,2,2,17,8,9
C0116,27,000,00000,MAHARASHTRA,058000,58 KHOND/KONDH ,29,16,13,1,1,0,28,15,13
C0116,27,000,00000,MAHARASHTRA,058001, Khond/Kondh,28,15,13,0,0,0,28,15,13
C0116,27,000,00000,MAHARASHTRA,058006, Kuvi,1,1,0,1,1,0,0,0,0
C0116,27,000,00000,MAHARASHTRA,059000,59 KINNAURI ,39,18,21,9,5,4,30,13,17
C0116,27,000,00000,MAHARASHTRA,059999,59 Others,39,18,21,9,5,4,30,13,17
C0116,27,000,00000,MAHARASHTRA,060000,60 KISAN ,44,26,18,17,10,7,27,16,11
C0116,27,000,00000,MAHARASHTRA,060002, Kisan,44,26,18,17,10,7,27,16,11
C0116,27,000,00000,MAHARASHTRA,061000,61 KOCH ,56,24,32,42,18,24,14,6,8
C0116,27,000,00000,MAHARASHTRA,061002, Koch,13,6,7,0,0,0,13,6,7
C0116,27,000,00000,MAHARASHTRA,061999,61 Others,43,18,25,42,18,24,1,0,1
C0116,27,000,00000,MAHARASHTRA,062000,62 KODA/KORA ,57,40,17,23,13,10,34,27,7
C0116,27,000,00000,MAHARASHTRA,062003, Koda/Kora,56,39,17,23,13,10,33,26,7
C0116,27,000,00000,MAHARASHTRA,062999,62 Others ,1,1,0,0,0,0,1,1,0
C0116,27,000,00000,MAHARASHTRA,063000,63 KOLAMI ,89170,44732,44438,87528,43912,43616,1642,820,822
C0116,27,000,00000,MAHARASHTRA,063001, Kolami,89170,44732,44438,87528,43912,43616,1642,820,822
C0116,27,000,00000,MAHARASHTRA,064000,64 KOM,35,15,20,7,4,3,28,11,17
C0116,27,000,00000,MAHARASHTRA,064001, Kom,35,15,20,7,4,3,28,11,17
C0116,27,000,00000,MAHARASHTRA,065000,65 KONDA,19,10,9,5,4,1,14,6,8
C0116,27,000,00000,MAHARASHTRA,065002, Kodu,7,6,1,4,4,0,3,2,1
C0116,27,000,00000,MAHARASHTRA,065003, Konda,12,4,8,1,0,1,11,4,7
C0116,27,000,00000,MAHARASHTRA,066000,66 KONYAK ,8,3,5,0,0,0,8,3,5
C0116,27,000,00000,MAHARASHTRA,066001, Konyak,8,3,5,0,0,0,8,3,5
C0116,27,000,00000,MAHARASHTRA,067000,67 KORKU ,255772,129982,125790,249636,126637,122999,6136,3345,2791
C0116,27,000,00000,MAHARASHTRA,067001, Korku,254216,129178,125038,248108,125848,122260,6108,3330,2778
C0116,27,000,00000,MAHARASHTRA,067004, Muwasi,150,81,69,124,67,57,26,14,12
C0116,27,000,00000,MAHARASHTRA,067999,67 Others ,1406,723,683,1404,722,682,2,1,1
C0116,27,000,00000,MAHARASHTRA,068000,68 KORWA ,1546,763,783,290,142,148,1256,621,635
C0116,27,000,00000,MAHARASHTRA,068003, Koraku,268,130,138,240,113,127,28,17,11
C0116,27,000,00000,MAHARASHTRA,068999,68 Others ,1278,633,645,50,29,21,1228,604,624
C0116,27,000,00000,MAHARASHTRA,069000,69 KOYA ,20,12,8,20,12,8,0,0,0
C0116,27,000,00000,MAHARASHTRA,069002, Koya,20,12,8,20,12,8,0,0,0
C0116,27,000,00000,MAHARASHTRA,071000,71 KUKI,273,136,137,45,22,23,228,114,114
C0116,27,000,00000,MAHARASHTRA,071008, Kuki,271,135,136,45,22,23,226,113,113
C0116,27,000,00000,MAHARASHTRA,071999,71 Others ,2,1,1,0,0,0,2,1,1
C0116,27,000,00000,MAHARASHTRA,072000,72 KURUKH/ORAON ,8239,4160,4079,6778,3388,3390,1461,772,689
C0116,27,000,00000,MAHARASHTRA,072024, Kurukh/Oraon,7019,3497,3522,6038,2999,3039,981,498,483
C0116,27,000,00000,MAHARASHTRA,072999,72 Others ,1220,663,557,740,389,351,480,274,206
C0116,27,000,00000,MAHARASHTRA,073000,73 LADAKHI ,14,7,7,1,1,0,13,6,7
C0116,27,000,00000,MAHARASHTRA,073003, Ladakhi,14,7,7,1,1,0,13,6,7
C0116,27,000,00000,MAHARASHTRA,074000,74 LAHAULI ,9,4,5,5,2,3,4,2,2
C0116,27,000,00000,MAHARASHTRA,074002, Lahauli,1,1,0,0,0,0,1,1,0
C0116,27,000,00000,MAHARASHTRA,074999,74 Others ,8,3,5,5,2,3,3,1,2
C0116,27,000,00000,MAHARASHTRA,075000,75 LAHNDA ,7271,3661,3610,4402,2206,2196,2869,1455,1414
C0116,27,000,00000,MAHARASHTRA,075001, Bahawal Puri,1933,996,937,44,22,22,1889,974,915
C0116,27,000,00000,MAHARASHTRA,075006, Hindi Multani,5163,2571,2592,4348,2177,2171,815,394,421
C0116,27,000,00000,MAHARASHTRA,075999,75 Others ,175,94,81,10,7,3,165,87,78
C0116,27,000,00000,MAHARASHTRA,076000,76 LAKHER,61,36,25,27,15,12,34,21,13
C0116,27,000,00000,MAHARASHTRA,076002, Mara,61,36,25,27,15,12,34,21,13
C0116,27,000,00000,MAHARASHTRA,078000,78 LEPCHA ,9,4,5,0,0,0,9,4,5
C0116,27,000,00000,MAHARASHTRA,078001, Lepcha,9,4,5,0,0,0,9,4,5
C0116,27,000,00000,MAHARASHTRA,079000,79 LIANGMEI ,74,30,44,0,0,0,74,30,44
C0116,27,000,00000,MAHARASHTRA,079002, Liangmei,11,3,8,0,0,0,11,3,8
C0116,27,000,00000,MAHARASHTRA,079999,79 Others ,63,27,36,0,0,0,63,27,36
C0116,27,000,00000,MAHARASHTRA,080000,80 LIMBU ,15,6,9,0,0,0,15,6,9
C0116,27,000,00000,MAHARASHTRA,080002, Limbu,13,5,8,0,0,0,13,5,8
C0116,27,000,00000,MAHARASHTRA,080999,80 Others ,2,1,1,0,0,0,2,1,1
C0116,27,000,00000,MAHARASHTRA,081000,81 LOTHA ,24,13,11,10,6,4,14,7,7
C0116,27,000,00000,MAHARASHTRA,081001, Lotha,24,13,11,10,6,4,14,7,7
C0116,27,000,00000,MAHARASHTRA,082000,82 LUSHAI/MIZO ,406,213,193,46,35,11,360,178,182
C0116,27,000,00000,MAHARASHTRA,082005, Lushai/Mizo,406,213,193,46,35,11,360,178,182
C0116,27,000,00000,MAHARASHTRA,083000,83 MALTO ,6,2,4,0,0,0,6,2,4
C0116,27,000,00000,MAHARASHTRA,083002, Pahariya,3,2,1,0,0,0,3,2,1
C0116,27,000,00000,MAHARASHTRA,083999,83 Others,3,0,3,0,0,0,3,0,3
C0116,27,000,00000,MAHARASHTRA,084000,84 MAO,23,8,15,5,3,2,18,5,13
C0116,27,000,00000,MAHARASHTRA,084001, Mao,23,8,15,5,3,2,18,5,13
C0116,27,000,00000,MAHARASHTRA,085000,85 MARAM,8,3,5,0,0,0,8,3,5
C0116,27,000,00000,MAHARASHTRA,085001, Maram ,8,3,5,0,0,0,8,3,5
C0116,27,000,00000,MAHARASHTRA,086000,86 MARING ,2,1,1,0,0,0,2,1,1
C0116,27,000,00000,MAHARASHTRA,086001, Maring,2,1,1,0,0,0,2,1,1
C0116,27,000,00000,MAHARASHTRA,087000,87 MIRI/MISHING,14,10,4,0,0,0,14,10,4
C0116,27,000,00000,MAHARASHTRA,087003, Miri/Mishing,14,10,4,0,0,0,14,10,4
C0116,27,000,00000,MAHARASHTRA,088000,88 MISHMI ,18,10,8,2,1,1,16,9,7
C0116,27,000,00000,MAHARASHTRA,088007, Mishmi,13,8,5,1,1,0,12,7,5
C0116,27,000,00000,MAHARASHTRA,088999,88 Others ,5,2,3,1,0,1,4,2,2
C0116,27,000,00000,MAHARASHTRA,089000,89 MOGH ,21,12,9,6,3,3,15,9,6
C0116,27,000,00000,MAHARASHTRA,089004, Mogh,21,12,9,6,3,3,15,9,6
C0116,27,000,00000,MAHARASHTRA,090000,90 MONPA ,8,4,4,0,0,0,8,4,4
C0116,27,000,00000,MAHARASHTRA,090003, Monpa,8,4,4,0,0,0,8,4,4
C0116,27,000,00000,MAHARASHTRA,091000,91 MUNDA,696,390,306,233,134,99,463,256,207
C0116,27,000,00000,MAHARASHTRA,091006, Kol,173,89,84,141,73,68,32,16,16
C0116,27,000,00000,MAHARASHTRA,091009, Munda,321,196,125,85,57,28,236,139,97
C0116,27,000,00000,MAHARASHTRA,091999,91 Others ,202,105,97,7,4,3,195,101,94
C0116,27,000,00000,MAHARASHTRA,092000,92 MUNDARI ,328,199,129,66,28,38,262,171,91
C0116,27,000,00000,MAHARASHTRA,092005, Mundari,319,194,125,65,27,38,254,167,87
C0116,27,000,00000,MAHARASHTRA,092999,92 Others,9,5,4,1,1,0,8,4,4
C0116,27,000,00000,MAHARASHTRA,094000,94 NISSI/DAFLA ,58,36,22,18,9,9,40,27,13
C0116,27,000,00000,MAHARASHTRA,094001, Apatani,9,6,3,2,1,1,7,5,2
C0116,27,000,00000,MAHARASHTRA,094007, Nissi/Dafla,21,13,8,2,0,2,19,13,6
C0116,27,000,00000,MAHARASHTRA,094008, Tagin,1,1,0,0,0,0,1,1,0
C0116,27,000,00000,MAHARASHTRA,094999,94 Others ,27,16,11,14,8,6,13,8,5
C0116,27,000,00000,MAHARASHTRA,095000,95 NOCTE ,1,1,0,1,1,0,0,0,0
C0116,27,000,00000,MAHARASHTRA,095999,95 Others ,1,1,0,1,1,0,0,0,0
C0116,27,000,00000,MAHARASHTRA,096000,96 PAITE,96,44,52,4,3,1,92,41,51
C0116,27,000,00000,MAHARASHTRA,096002, Paite,96,44,52,4,3,1,92,41,51
C0116,27,000,00000,MAHARASHTRA,097000,97 PARJI ,12,12,0,0,0,0,12,12,0
C0116,27,000,00000,MAHARASHTRA,097999,97 Others ,12,12,0,0,0,0,12,12,0
C0116,27,000,00000,MAHARASHTRA,098000,98 PAWI ,1,0,1,0,0,0,1,0,1
C0116,27,000,00000,MAHARASHTRA,098001, Pawi,1,0,1,0,0,0,1,0,1
C0116,27,000,00000,MAHARASHTRA,100000,100 PHOM ,1,1,0,0,0,0,1,1,0
C0116,27,000,00000,MAHARASHTRA,100001, Phom,1,1,0,0,0,0,1,1,0
C0116,27,000,00000,MAHARASHTRA,101000,101 POCHURY,4,1,3,1,1,0,3,0,3
C0116,27,000,00000,MAHARASHTRA,101006, Pochury,4,1,3,1,1,0,3,0,3
C0116,27,000,00000,MAHARASHTRA,102000,102 RABHA ,30,23,7,2,1,1,28,22,6
C0116,27,000,00000,MAHARASHTRA,102002, Rabha,30,23,7,2,1,1,28,22,6
C0116,27,000,00000,MAHARASHTRA,103000,103 RAI ,105,62,43,10,5,5,95,57,38
C0116,27,000,00000,MAHARASHTRA,103003, Rai,94,56,38,9,5,4,85,51,34
C0116,27,000,00000,MAHARASHTRA,103999,103 Others ,11,6,5,1,0,1,10,6,4
C0116,27,000,00000,MAHARASHTRA,105000,105 SANGTAM ,1,1,0,0,0,0,1,1,0
C0116,27,000,00000,MAHARASHTRA,105004, Sangtam,1,1,0,0,0,0,1,1,0
C0116,27,000,00000,MAHARASHTRA,106000,106 SAVARA,54,22,32,4,2,2,50,20,30
C0116,27,000,00000,MAHARASHTRA,106004, Savara,54,22,32,4,2,2,50,20,30
C0116,27,000,00000,MAHARASHTRA,107000,107 SEMA,68,37,31,4,2,2,64,35,29
C0116,27,000,00000,MAHARASHTRA,107002, Sema,68,37,31,4,2,2,64,35,29
C0116,27,000,00000,MAHARASHTRA,108000,108 SHERPA ,6,4,2,0,0,0,6,4,2
C0116,27,000,00000,MAHARASHTRA,108001, Sherpa,6,4,2,0,0,0,6,4,2
C0116,27,000,00000,MAHARASHTRA,109000,109 SHINA,12,5,7,2,1,1,10,4,6
C0116,27,000,00000,MAHARASHTRA,109005, Shina,3,0,3,0,0,0,3,0,3
C0116,27,000,00000,MAHARASHTRA,109999,109 Others ,9,5,4,2,1,1,7,4,3
C0116,27,000,00000,MAHARASHTRA,111000,111 TAMANG ,58,30,28,18,10,8,40,20,20
C0116,27,000,00000,MAHARASHTRA,111001, Tamang,58,30,28,18,10,8,40,20,20
C0116,27,000,00000,MAHARASHTRA,112000,112 TANGKHUL ,158,78,80,1,1,0,157,77,80
C0116,27,000,00000,MAHARASHTRA,112008, Tangkhul,157,78,79,1,1,0,156,77,79
C0116,27,000,00000,MAHARASHTRA,112999,112 Others ,1,0,1,0,0,0,1,0,1
C0116,27,000,00000,MAHARASHTRA,113000,113 TANGSA,15,6,9,4,2,2,11,4,7
C0116,27,000,00000,MAHARASHTRA,113024, Tutcha Tangsa,3,2,1,3,2,1,0,0,0
C0116,27,000,00000,MAHARASHTRA,113999,113 Others,12,4,8,1,0,1,11,4,7
C0116,27,000,00000,MAHARASHTRA,114000,114 THADO ,72,43,29,2,1,1,70,42,28
C0116,27,000,00000,MAHARASHTRA,114015, Thado,54,30,24,1,1,0,53,29,24
C0116,27,000,00000,MAHARASHTRA,114999,114 Others,18,13,5,1,0,1,17,13,4
C0116,27,000,00000,MAHARASHTRA,115000,115 TIBETAN ,1045,509,536,833,423,410,212,86,126
C0116,27,000,00000,MAHARASHTRA,115008, Tibetan,1029,499,530,830,421,409,199,78,121
C0116,27,000,00000,MAHARASHTRA,115011, Purkhi,6,4,2,0,0,0,6,4,2
C0116,27,000,00000,MAHARASHTRA,115999,115 Others,10,6,4,3,2,1,7,4,3
C0116,27,000,00000,MAHARASHTRA,116000,116 TRIPURI ,118,78,40,12,10,2,106,68,38
C0116,27,000,00000,MAHARASHTRA,116007, Kokbarak,50,35,15,7,5,2,43,30,13
C0116,27,000,00000,MAHARASHTRA,116011, Reang,4,1,3,0,0,0,4,1,3
C0116,27,000,00000,MAHARASHTRA,116014, Tripuri,57,39,18,5,5,0,52,34,18
C0116,27,000,00000,MAHARASHTRA,116999,116 Others ,7,3,4,0,0,0,7,3,4
C0116,27,000,00000,MAHARASHTRA,117000,117 TULU ,120072,61167,58905,2605,1363,1242,117467,59804,57663
C0116,27,000,00000,MAHARASHTRA,117009, Tulu,119293,60718,58575,2446,1261,1185,116847,59457,57390
C0116,27,000,00000,MAHARASHTRA,117999,117 Others ,779,449,330,159,102,57,620,347,273
C0116,27,000,00000,MAHARASHTRA,118000,118 VAIPHEI ,15,6,9,2,1,1,13,5,8
C0116,27,000,00000,MAHARASHTRA,118002, Vaiphei,15,6,9,2,1,1,13,5,8
C0116,27,000,00000,MAHARASHTRA,119000,119 WANCHO,3,2,1,0,0,0,3,2,1
C0116,27,000,00000,MAHARASHTRA,119001, Wancho,3,2,1,0,0,0,3,2,1
C0116,27,000,00000,MAHARASHTRA,120000,120 YIMCHUNGRE,13,9,4,2,1,1,11,8,3
C0116,27,000,00000,MAHARASHTRA,120001, Chirr,11,8,3,0,0,0,11,8,3
C0116,27,000,00000,MAHARASHTRA,120999,120 Others ,2,1,1,2,1,1,0,0,0
C0116,27,000,00000,MAHARASHTRA,121000,121 ZELIANG ,2,0,2,0,0,0,2,0,2
C0116,27,000,00000,MAHARASHTRA,121001, Zeliang,2,0,2,0,0,0,2,0,2
C0116,27,000,00000,MAHARASHTRA,122000,122 ZEMI ,68,48,20,3,2,1,65,46,19
C0116,27,000,00000,MAHARASHTRA,122003, Zemi,68,48,20,3,2,1,65,46,19
C0116,27,000,00000,MAHARASHTRA,124000,124 OTHERS,134081,68081,66000,65915,33381,32534,68166,34700,33466
C0116,28,000,00000,ANDHRA PRADESH,001000,1 ASSAMESE,2648,1847,801,449,348,101,2199,1499,700
C0116,28,000,00000,ANDHRA PRADESH,001002, Assamese,2573,1783,790,449,348,101,2124,1435,689
C0116,28,000,00000,ANDHRA PRADESH,001999,1 Others,75,64,11,0,0,0,75,64,11
C0116,28,000,00000,ANDHRA PRADESH,002000,2 BENGALI ,57804,32034,25770,21592,11867,9725,36212,20167,16045
C0116,28,000,00000,ANDHRA PRADESH,002007, Bengali,57785,32020,25765,21586,11862,9724,36199,20158,16041
C0116,28,000,00000,ANDHRA PRADESH,002011, Chakma,7,6,1,0,0,0,7,6,1
C0116,28,000,00000,ANDHRA PRADESH,002015, Haijong/Hajong,1,0,1,0,0,0,1,0,1
C0116,28,000,00000,ANDHRA PRADESH,002999,2 Others,11,8,3,6,5,1,5,3,2
C0116,28,000,00000,ANDHRA PRADESH,003000,3 BODO ,606,299,307,30,13,17,576,286,290
C0116,28,000,00000,ANDHRA PRADESH,003001, Bodo/Boro,135,75,60,8,5,3,127,70,57
C0116,28,000,00000,ANDHRA PRADESH,003003, Kachari,471,224,247,22,8,14,449,216,233
C0116,28,000,00000,ANDHRA PRADESH,004000,4 DOGRI ,769,568,201,37,29,8,732,539,193
C0116,28,000,00000,ANDHRA PRADESH,004001, Dogri,769,568,201,37,29,8,732,539,193
C0116,28,000,00000,ANDHRA PRADESH,005000,5 GUJARATI,58946,29851,29095,5348,2678,2670,53598,27173,26425
C0116,28,000,00000,ANDHRA PRADESH,005018, Gujarati,48359,24593,23766,3486,1788,1698,44873,22805,22068
C0116,28,000,00000,ANDHRA PRADESH,005019, Gujrao/Gujrau,1,1,0,1,1,0,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,005052, Pattani,16,8,8,15,8,7,1,0,1
C0116,28,000,00000,ANDHRA PRADESH,005057, Saurashtra/Saurashtri,2323,1170,1153,42,24,18,2281,1146,1135
C0116,28,000,00000,ANDHRA PRADESH,005999,5 Others,8247,4079,4168,1804,857,947,6443,3222,3221
C0116,28,000,00000,ANDHRA PRADESH,006000,6 HINDI ,3120413,1615020,1505393,2255673,1155794,1099879,864740,459226,405514
C0116,28,000,00000,ANDHRA PRADESH,006030, Awadhi,42,27,15,0,0,0,42,27,15
C0116,28,000,00000,ANDHRA PRADESH,006040, Baghati/Baghati Pahari,11,7,4,8,4,4,3,3,0
C0116,28,000,00000,ANDHRA PRADESH,006066, Banjari,80355,41217,39138,71708,36566,35142,8647,4651,3996
C0116,28,000,00000,ANDHRA PRADESH,006086, Bhadrawahi,9,8,1,2,2,0,7,6,1
C0116,28,000,00000,ANDHRA PRADESH,006096, Bharmauri/Gaddi,24,14,10,1,0,1,23,14,9
C0116,28,000,00000,ANDHRA PRADESH,006102, Bhojpuri,8260,4925,3335,1131,748,383,7129,4177,2952
C0116,28,000,00000,ANDHRA PRADESH,006123, Brajbhasha,2,2,0,0,0,0,2,2,0
C0116,28,000,00000,ANDHRA PRADESH,006125, Bundeli/Bundel khandi,68,34,34,36,17,19,32,17,15
C0116,28,000,00000,ANDHRA PRADESH,006133, Chambeali/Chamrali,2,1,1,0,0,0,2,1,1
C0116,28,000,00000,ANDHRA PRADESH,006142, Chhattisgarhi,407,199,208,198,104,94,209,95,114
C0116,28,000,00000,ANDHRA PRADESH,006149, Churahi,5,2,3,0,0,0,5,2,3
C0116,28,000,00000,ANDHRA PRADESH,006173, Dhundhari,91,42,49,30,16,14,61,26,35
C0116,28,000,00000,ANDHRA PRADESH,006195, Garhwali,304,161,143,42,26,16,262,135,127
C0116,28,000,00000,ANDHRA PRADESH,006198, Gawari,24,14,10,2,2,0,22,12,10
C0116,28,000,00000,ANDHRA PRADESH,006207, Gojri/Gujjari/Gujar,28,25,3,0,0,0,28,25,3
C0116,28,000,00000,ANDHRA PRADESH,006232, Hara/Harauti,5,3,2,5,3,2,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,006235, Haryanvi,560,316,244,58,36,22,502,280,222
C0116,28,000,00000,ANDHRA PRADESH,006240, Hindi,705179,379099,326080,134614,73321,61293,570565,305778,264787
C0116,28,000,00000,ANDHRA PRADESH,006265, Jaunpuri/Jaunsari,2,1,1,0,0,0,2,1,1
C0116,28,000,00000,ANDHRA PRADESH,006291, Kangri,4,3,1,0,0,0,4,3,1
C0116,28,000,00000,ANDHRA PRADESH,006311, Khari Boli,4,2,2,4,2,2,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,006320, Khortha/Khotta,151,77,74,125,61,64,26,16,10
C0116,28,000,00000,ANDHRA PRADESH,006336, Kulvi,235,110,125,116,55,61,119,55,64
C0116,28,000,00000,ANDHRA PRADESH,006340, Kumauni,89,56,33,9,5,4,80,51,29
C0116,28,000,00000,ANDHRA PRADESH,006345, Kurmali Thar,9,6,3,0,0,0,9,6,3
C0116,28,000,00000,ANDHRA PRADESH,006353, Lamani/Lambadi,2024473,1033362,991111,1857980,947524,910456,166493,85838,80655
C0116,28,000,00000,ANDHRA PRADESH,006358, Lodhi,61,32,29,14,7,7,47,25,22
C0116,28,000,00000,ANDHRA PRADESH,006376, Magadhi/Magahi,120,66,54,6,3,3,114,63,51
C0116,28,000,00000,ANDHRA PRADESH,006391, Malvi,2,0,2,0,0,0,2,0,2
C0116,28,000,00000,ANDHRA PRADESH,006394, Mandeali,5,4,1,0,0,0,5,4,1
C0116,28,000,00000,ANDHRA PRADESH,006400, Marwari,76480,40127,36353,3578,2004,1574,72902,38123,34779
C0116,28,000,00000,ANDHRA PRADESH,006409, Mewati,8,3,5,8,3,5,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,006420, Nagpuria,16,11,5,11,10,1,5,1,4
C0116,28,000,00000,ANDHRA PRADESH,006432, Nimadi,1,1,0,0,0,0,1,1,0
C0116,28,000,00000,ANDHRA PRADESH,006439, Pahari,238,163,75,11,7,4,227,156,71
C0116,28,000,00000,ANDHRA PRADESH,006452, Pando/Pandwani,1,0,1,1,0,1,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,006489, Rajasthani,15662,8715,6947,3184,1861,1323,12478,6854,5624
C0116,28,000,00000,ANDHRA PRADESH,006503, Sadan/Sadri,56,28,28,18,8,10,38,20,18
C0116,28,000,00000,ANDHRA PRADESH,006530, Sirmauri,5,5,0,5,5,0,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,006541, Sugali,170896,87032,83864,154333,78755,75578,16563,8277,8286
C0116,28,000,00000,ANDHRA PRADESH,006547, Surgujia,1,1,0,0,0,0,1,1,0
C0116,28,000,00000,ANDHRA PRADESH,006548, Surjapuri,1,0,1,0,0,0,1,0,1
C0116,28,000,00000,ANDHRA PRADESH,006999,6 Others,36517,19119,17398,28435,14639,13796,8082,4480,3602
C0116,28,000,00000,ANDHRA PRADESH,007000,7 KANNADA,534144,260573,273571,399952,193288,206664,134192,67285,66907
C0116,28,000,00000,ANDHRA PRADESH,007002, Badaga,662,313,349,626,300,326,36,13,23
C0116,28,000,00000,ANDHRA PRADESH,007016, Kannada,532937,259988,272949,399006,192834,206172,133931,67154,66777
C0116,28,000,00000,ANDHRA PRADESH,007027, Kuruba/Kurumba,55,25,30,55,25,30,0,0,0
